ItemID,SentimentText,SentimentSource,SentimentText
6754,0,Sentiment140,اگر کسي به سيم کارت زنگ بزند زنگ نمي خورد.
6755,0,Sentiment140,فقط حيف دوربينش.
6756,0,Sentiment140,به نظرم ارزش خريد ندارد.
6757,1,Sentiment140,به نظرم ارزش خريد دارد.
6758,0,Sentiment140,ارزش خريد ندارد.
6759,1,Sentiment140,ارزش خريد دارد.
6760,0,Sentiment140,صداي مکالمه داخل گوشي انعکاس دارد و خيلي آزار دهنده است.
6761,0,Sentiment140,صداي مکالمه داخل گوشي انعکاس دارد.
6762,0,Sentiment140,صداي مکالمه انعکاس دارد.
6763,0,Sentiment140,صداي مکالمه انعکاس دارد و خيلي آزار دهنده است.
6764,0,Sentiment140,خيلي آزار دهنده است.
6765,0,Sentiment140,آزار دهنده است.
6766,0,Sentiment140,صداي مکالمه داخل گوشي انعکاس دارد.
6767,0,Sentiment140,داخل گوشي انعکاس دارد.
6768,0,Sentiment140,با توجه به سرعت پردازنده کم ارزش خرید ندارد.
6769,1,Sentiment140,با توجه به سرعت پردازنده بالا ارزش خرید دارد.
6770,0,Sentiment140,تراشه اين گوشي ضعيف است.
6771,1,Sentiment140,تراشه اين گوشي قوی است.
6772,0,Sentiment140,تراشه این موبایل واقعا ضعیف است.
6773,0,Sentiment140,تراشه این موبایل ضعیف است.
6774,1,Sentiment140,تراشه این موبایل واقعا قوی است.
6775,1,Sentiment140,تراشه این موبایل قوی است.
6776,0,Sentiment140,اين گوشي نسبت به قيمتش نمي ارزد.
6777,1,Sentiment140,اين گوشي نسبت به قيمتش مي ارزد.
6778,1,Sentiment140,اين گوشي مي ارزد.
6779,0,Sentiment140,اين گوشي نمي ارزد.
6780,0,Sentiment140,کيفيت دوربين و رزولوشن تصوير من را راضي نکرد.
6781,1,Sentiment140,کيفيت دوربين و رزولوشن تصوير من را راضي کرد.
6782,0,Sentiment140,رزولوشن تصوير من را راضي نکرد.
6783,1,Sentiment140,رزولوشن تصوير من را راضي کرد.
6784,0,Sentiment140,کيفيت دوربين من را راضي نکرد.
6785,1,Sentiment140,کيفيت دوربين من را راضي کرد.
6786,0,Sentiment140,از خريدش پشيمان شدم.
6787,0,Sentiment140,نسبت به پولي که پرداخت کردم ازخريدش پشيمان شدم.
6788,0,Sentiment140,فاقد دوربين جلو و فاقد فلش است.
6789,0,Sentiment140,فاقد دوربين است.
6790,0,Sentiment140,فاقد فلش است.
6791,0,Sentiment140,فاقد دوربين جلو و فلش است.
6792,0,Sentiment140,عملکرد ضعيف سي پي يو.
6793,1,Sentiment140,عملکرد قوی سي پي يو.
6794,0,Sentiment140,عملکرد سي پي يو ضعیف است.
6795,1,Sentiment140,عملکرد سي پي يو قوی است.
6796,0,Sentiment140,صفحه نمایش ضعیف است.
6797,1,Sentiment140,صفحه نمایش قوی است.
6798,0,Sentiment140,مشکل اکو شدن صدا دارد.
6799,0,Sentiment140,مشکل شدید اکو شدن صدا دارد.
6800,0,Sentiment140,صدا اکو می شود.
6801,0,Sentiment140,صداي خودتان را وقتي صحبت مي کنيد می شنوید که بسيار آزاردهنده است.
6802,0,Sentiment140,وقتي صحبت مي کنيد صداي خودتان را می شنوید که بسيار آزاردهنده است.
6803,0,Sentiment140,وقتي صحبت مي کنيد صداي خودتان را می شنوید.
6804,0,Sentiment140,بسيار آزاردهنده است.
6805,0,Sentiment140,صدا اکو دارد وقتي صحبت مي کنيد صداي خودتان را می شنوید که بسيار آزاردهنده است.
6806,0,Sentiment140,صدا اکو دارد یعنی وقتي صحبت مي کنيد صداي خودتان را می شنوید که بسيار آزاردهنده است.
6807,0,Sentiment140,به نظر من با توجه به امکانات و قيمتش ارزش خريد ندارد.
6808,1,Sentiment140,به نظر من با توجه به امکانات و قيمتش ارزش خريد دارد.
6809,0,Sentiment140,به نظر من با توجه به امکاناتش ارزش خريد ندارد.
6810,1,Sentiment140,به نظر من با توجه به امکاناتش ارزش خريد دارد.
6811,0,Sentiment140,با توجه به امکانات و قيمتش ارزش خريد ندارد.
6812,1,Sentiment140,با توجه به امکانات و قيمتش ارزش خريد دارد.
6813,0,Sentiment140,ارزش خريد ندارد.
6814,1,Sentiment140,ارزش خريد دارد.
6815,2,Sentiment140,این گوشی در رنگ‌های مشکی و طلایی تولید گردیده است.
6816,2,Sentiment140,این گوشی در رنگ‌ مشکی تولید گردیده است.
6817,2,Sentiment140,این گوشی در رنگ‌ طلایی تولید گردیده است.
6818,0,Sentiment140,کاربر را مجبور به تنظیم دستی نورآن می ‌نماید.
6819,0,Sentiment140,از جمله عیب های آن فقدان سنسور تنظیم خودکار نور صفحه نمایش است.
6820,0,Sentiment140,کاربر را مجبور به تنظیم دستی نور می کند.
6821,0,Sentiment140,از جمله عیب های آن فقدان سنسور تنظیم است.
6822,0,Sentiment140,از جمله عیب های آن فقدان سنسور تنظیم خودکار است.
6823,0,Sentiment140,از جمله عیب های آن فقدان سنسور تنظیم خودکار نور است.
6824,0,Sentiment140,از جمله عیب های آن نداشتن سنسور تنظیم خودکار نور است.
6825,0,Sentiment140,کاربر مجبور به تنظیم دستی نور است.
6826,0,Sentiment140,متاسفانه کیفیت فیلم برداری این دوربین ضعیف است و اصلا جایی برای دفاع باقی نمی‌گذارد.
6827,0,Sentiment140,جایی برای دفاع باقی نمی‌گذارد.
6828,0,Sentiment140,متاسفانه کیفیت فیلم برداری این دوربین ضعیف است.
6829,1,Sentiment140,خوشبختانه کیفیت فیلم برداری این دوربین قوی است.
6830,0,Sentiment140,کیفیت فیلم برداری این دوربین ضعیف است.
6831,1,Sentiment140,کیفیت فیلم برداری این دوربین قوی است.
6832,0,Sentiment140,متاسفانه اثر انگشت را جذب کرده و نشان می دهد.
6833,0,Sentiment140,تشخیص دادن لبه صفحه نمایش از قاب دور آن مشکل است.
6834,0,Sentiment140,تشخیص دادن لبه صفحه نمایش از قاب دور آن سخت است.
6835,0,Sentiment140,تشخیص دادن لبه صفحه نمایش سخت است.
6836,0,Sentiment140,متاسفانه این دوربین به فلش مجهز نیست.
6837,1,Sentiment140,خوشبختانه این دوربین به فلش مجهز است.
6838,0,Sentiment140,این دوربین به فلش مجهز نیست.
6839,1,Sentiment140,این دوربین به فلش مجهزاست.
6840,0,Sentiment140,متاسفانه دوربین این تبلت به فلش مجهز نیست.
6841,1,Sentiment140,خوشبختانه دوربین این تبلت به فلش مجهز است.
6842,0,Sentiment140,این دوربین فلش ندارد.
6843,1,Sentiment140,این دوربین فلش دارد.
6844,0,Sentiment140,هنگامی که از والپیپرهای متحرک استفاده کنید محیط کمی کند شده و روان نخواهد بود.
6845,0,Sentiment140,وقتی از والپیپرهای متحرک استفاده کنید محیط کمی کند شده و روان نخواهد بود.
6846,0,Sentiment140,هنگامی که از والپیپرهای متحرک استفاده کنید محیط کمی کند می شود.
6847,0,Sentiment140,هنگامی که از والپیپرهای متحرک استفاده کنید محیط کند می شود.
6848,0,Sentiment140,ویدئو پلیر کند است.
6849,0,Sentiment140,ویدئو پلیر کند اجرا می شود.
6850,1,Sentiment140,این تبلت ویدئوهای فول اچ دی را کند پخش می کند.
6851,1,Sentiment140,این تبلت ویدئوهای فول اچ دی را روان پخش می کند.
6852,1,Sentiment140,عکس های گرفته شده در فضاهای خارجی از کیفیت بسیار خوبی برخوردار هستند.
6853,1,Sentiment140,عکس های گرفته شده از کیفیت بسیار خوبی برخوردار هستند.
6854,0,Sentiment140,عکس های گرفته شده در فضاهای خارجی از کیفیت بسیار بد و ضعیفی برخوردار هستند.
6855,0,Sentiment140,عکس های گرفته شده از کیفیت بسیار بد و ضعیفی برخوردار هستند.
6856,0,Sentiment140,عکس های گرفته شده در فضاهای خارجی از کیفیت بسیار ضعیفی برخوردار هستند.
6857,0,Sentiment140,عکس های گرفته شده از کیفیت بسیار ضعیفی برخوردار هستند.
6858,1,Sentiment140,عکس های گرفته شده از کیفیت بسیار خوبی برخوردار هستند.
6859,0,Sentiment140,در فضاهای بسته عکس ها دارای نویز بوده و از کیفیت بدی برخوردار است.
6860,0,Sentiment140,در شرایط نوری ضعیف به دلیل عدم وجود فلش عکس ها دارای نویز هستند.
6861,0,Sentiment140,به دلیل عدم وجود فلش عکس ها دارای نویز هستند.
6862,0,Sentiment140,عکس ها دارای نویز هستند.
6863,1,Sentiment140,عکس ها کیفیت خیلی بالایی برخوردار هستند.
6864,0,Sentiment140,در شرایط نوری ضعیف به دلیل عدم وجود فلش عکس ها از کیفیت بدی برخوردار هستند.
6865,0,Sentiment140,در شرایط نوری ضعیف به دلیل عدم وجود فلش عکس ها دارای نویز بوده و از کیفیت بدی برخوردار هستند.
6866,0,Sentiment140,در شرایط نوری ضعیف به دلیل عدم وجود فلش عکس ها دارای نویز هستند.
6867,0,Sentiment140,در شرایط نوری ضعیف عکس ها دارای نویز بوده و از کیفیت خیلی بدی برخوردار هستند.
6868,0,Sentiment140,در شرایط نوری ضعیف عکس ها دارای نویز بوده و از کیفیت بدی برخوردار هستند.
6869,0,Sentiment140,در شرایط نوری ضعیف عکس ها از کیفیت خیلی بدی برخوردار هستند.
6870,0,Sentiment140,در شرایط نوری ضعیف عکس ها از کیفیت بدی برخوردار هستند.
6871,0,Sentiment140,در فضاهای بسته به دلیل عدم وجود فلش عکس ها دارای نویز هستند.
6872,1,Sentiment140,عکس ها از کیفیت خیلی بالایی برخوردار هستند.
6873,0,Sentiment140,بدبختانه فعلا کسي نتوانسته بازي هاي پی اس پی را کرک کند.
6874,0,Sentiment140,بازي ها در ايران گران هستند.
6875,1,Sentiment140,بازي ها در ايران ارزان هستند.
6876,0,Sentiment140,کسي نتوانسته بازي هاي پی اس پی را کرک کند و بازي هايش بسيار در ايران گران هستند.
6877,0,Sentiment140,کسي نتوانسته بازي های سونی را کرک کند به همين دليل بازي هايش بسيار در ايران گران هستند.
6878,0,Sentiment140,کسي نتوانسته بازي هاي پی اس پی را کرک کند.
6879,0,Sentiment140,کسي نتوانسته بازي هاي سونی را کرک کند.
6880,0,Sentiment140,بازي هايش بسيار در ايران گران هستند.
6881,0,Sentiment140,شرکت سوني محصولاتش به درد نمی خورد.
6882,0,Sentiment140,برای همين سی دی هایش خیلی گران است.
6883,1,Sentiment140,برای همين سی دی هایش خیلی ارزان است.
6884,0,Sentiment140,سی دی هایش بسیار گران است.
6885,1,Sentiment140,سی دی هایش بسیار ارزان است.
6886,0,Sentiment140,مشکلش بازي هایش است.
6887,0,Sentiment140,بازی ها مشکل ساز است.
6888,1,Sentiment140,از لحاظ کیفیت خوب است.
6889,0,Sentiment140,از لحاظ کیفیت بد است.
6890,0,Sentiment140,از لحاظ کیفیت ازش راضی نیستم.
6891,1,Sentiment140,از لحاظ کیفیت ازش راضی هستم.
6892,0,Sentiment140,متأسفانه ما انسان ها خيلي زود با تبليغات گول مي خوريم.
6893,0,Sentiment140,ما خيلي زود با تبليغات گول مي خوريم.
6894,0,Sentiment140,متاسفانه هنوز کالايي را نخريده درباره آن نظر مي دهيم.
6895,0,Sentiment140,متأسفانه ما انسان ها خيلي زود با تبليغات گول مي خوريم.
6896,0,Sentiment140,ما انسان ها خيلي زود با تبليغات گول مي خوريم.
6897,0,Sentiment140,ما انسان ها زود با تبليغات گول مي خوريم.
6898,2,Sentiment140,من يک ماه قبل اين دوربين را خريدم .
6899,2,Sentiment140,من يک ماه قبل اين موبایل را خريدم .
6900,0,Sentiment140,بعد از دو روز با ضرر فروختم.
6901,0,Sentiment140,با ضرر فروختم.
6902,0,Sentiment140,تصوير برداري بسيار سخت مي باشد.
6903,1,Sentiment140,تصوير برداري بسيار آسان مي باشد.
6904,0,Sentiment140,تصوير برداري با آن سخت است.
6905,1,Sentiment140,تصوير برداري با آن آسان است.
6906,0,Sentiment140,دوربين تکان می خورد و تصوير را خراب مي کند.
6907,0,Sentiment140,دوربين ب تکان می خورد و تصوير خراب می شود.
6908,0,Sentiment140,نورگيري آن کم است و در شرايط نور کم تصوير بسيار بي کيفيت مي شود.
6909,0,Sentiment140,نورگيري آن بسيار کم است.
6910,1,Sentiment140,نورگيري آن بسيار زیاد است.
6911,0,Sentiment140,نورگيري آن کم است.
6912,1,Sentiment140,نورگيري آن زیاد است.
6913,0,Sentiment140,در شرايط نور کم تصوير بسيار بي کيفيت مي شود.
6914,0,Sentiment140,تصوير بسيار بي کيفيت مي شود.
6915,1,Sentiment140,تصوير بسيار با کيفيت مي شود.
6916,0,Sentiment140,بزرگ شدن سنسور سيموس اثر منفی بر تصویر گذاشته است.
6917,0,Sentiment140,اثر منفی بر تصویر گذاشته است.
6918,0,Sentiment140,اثر منفی گذاشته است.
6919,1,Sentiment140,اثر مثبت بر تصویر گذاشته است.
6920,1,Sentiment140,اثر مثبت گذاشته است.
6921,0,Sentiment140,به نظر من اصلا ارزش اين قيمت را ندارد.
6922,1,Sentiment140,به نظر من ارزش اين قيمت را دارد.
6923,0,Sentiment140,اصلا ارزش اين قيمت را ندارد.
6924,1,Sentiment140,ارزش اين قيمت را دارد.
6925,0,Sentiment140,به نظر من ارزش اين قيمت را ندارد.
6926,0,Sentiment140,این گوشی خیلی هنگ می کند.
6927,2,Sentiment140,اين دوربين یک هنديکم است.
6928,2,Sentiment140,مثل یک هنديکم است.
6929,2,Sentiment140,مثل هنديکم است.
6930,1,Sentiment140,با این لنزها فوکوس خودکار امکان‌پذیر می باشد.
6931,0,Sentiment140,با این لنزها فوکوس خودکار امکان‌پذیر نمی باشد.
6932,0,Sentiment140,با این لنزها فوکوس خودکار امکان‌پذیر نیست.
6933,0,Sentiment140,سرعت فوکوس خوب نیست.
6934,1,Sentiment140,سرعت فوکوس خوب است.
6935,0,Sentiment140,سرعت کم پردازش کارت گرافيک یک ایراد اساسی است.
6936,1,Sentiment140,سرعت زیاد پردازش کارت گرافيک یک مزیت اساسی است.
6937,0,Sentiment140,یکی از بزرگترین عیب ها سرعت کم پردازش کارت گرافيک است.
6938,1,Sentiment140,یکی از بزرگترین مزیت ها سرعت زیاد پردازش کارت گرافيک است.
6939,0,Sentiment140,مقدار بازدهي فرکانس مانيتور کم است.
6940,1,Sentiment140,مقدار بازدهي فرکانس مانيتور زیاد است.
6941,0,Sentiment140,بازدهی بسیار کم است.
6942,1,Sentiment140,بازدهی بسیار زیاد است.
6943,0,Sentiment140,نرم افزار پخش کننده فيلم کند کار می کند.
6944,1,Sentiment140,نرم افزار پخش کننده فيلم تند می کند.
6945,0,Sentiment140,نرم افزار پخش کننده فيلم ضعیف عمل می کند.
6946,1,Sentiment140,نرم افزار پخش کننده فيلم قوی عمل می کند.
6947,0,Sentiment140,نرم افزار پخش کننده فيلم کند است.
6948,1,Sentiment140,نرم افزار پخش کننده فيلم تند است.
6949,0,Sentiment140,نرم افزار کند است.
6950,1,Sentiment140,نرم افزار تند است.
6951,0,Sentiment140,نرم افزار پخش کننده فيلم ضعیف است.
6952,1,Sentiment140,نرم افزار پخش کننده فيلم قوی است.
6953,0,Sentiment140,اگر هدفتان عکاسي است به نظر من روي دوربين عکاسيش حساب نکنيد.
6954,0,Sentiment140,به نظر من روي دوربين عکاسيش حساب نکنيد.
6955,0,Sentiment140,روي دوربين عکاسيش حساب نکنيد.
6956,1,Sentiment140,فيلمبرداري اش براي يک عکاس خيلي عالي است.
6957,0,Sentiment140,فيلمبرداري اش براي يک عکاس خيلي ضعیف است.
6958,0,Sentiment140,با توجه به جاي نصب فلاش عکس هايي که با فلاش گرفته مي شود سايه دارند.
6959,0,Sentiment140,عکس هايي که با فلاش گرفته مي شود سايه دارند.
6960,0,Sentiment140,از معایب این دوربین این است که عکس هايي که با فلاش گرفته مي شود سايه دارند.
6961,0,Sentiment140,از ایرادات این دوربین این است که عکس هايي که با فلاش گرفته مي شود سايه دارند.
6962,0,Sentiment140,متاسفانه عکس هايي که با فلاش گرفته مي شود سايه دارند.
6963,0,Sentiment140,متاسفانه عکس ها سايه دارند.
6964,0,Sentiment140,عکس ها سايه دارند.
6965,0,Sentiment140,تراز سفیدی به نظر کمی به سوی آبی است و هایلایت ‌ها نیز کمی دچار نویز می ‌شوند.
6966,0,Sentiment140,هایلایت ‌ها نیز کمی دچار نویز می ‌شوند.
6967,0,Sentiment140,هایلایت ‌ها کمی دچار نویز بیش از حد می ‌شوند.
6968,0,Sentiment140,هایلایت ‌ها کمی دچار نویز می ‌شوند.
6969,0,Sentiment140,تراز سفیدی به نظر کمی به سوی آبی است.
6970,0,Sentiment140,سفیدی کمی به سوی آبی است.
6971,0,Sentiment140,هایلایت ‌ها دچار نویز می ‌شوند و تراز سفیدی کمی به سوی آبی است.
6972,0,Sentiment140,عکس‌ ها کیفیت بدی دارند.
6973,1,Sentiment140,عکس‌ ها کیفیت خوبی دارند.
6974,0,Sentiment140,انتظاری از این دوربین به عنوان یک دوربین عکاسی نباید داشته باشید.
6975,0,Sentiment140,انتظاری از این دوربین نباید داشته باشید.
6976,1,Sentiment140,عکس ‌ها شفاف و رنگارنگ هستند.
6977,0,Sentiment140,عکس ‌ها تار هستند.
6978,1,Sentiment140,از مزیت های این تبلت این است که عکس ‌ها شفاف و رنگارنگ هستند.
6979,0,Sentiment140,از عیب های این تبلت این است که عکس ‌ها تار هستند.
6980,0,Sentiment140,کیفیت تصویر مثل این است که با یک دوربین دیجیتال ضعیف گرفته شده است.
6981,1,Sentiment140,کیفیت تصویر مثل این است که با یک دوربین دیجیتال قوی گرفته شده است.
6982,0,Sentiment140,کیفیت تصویر طوری است که انگار با یک دوربین دیجیتال ضعیف گرفته شده است.
6983,1,Sentiment140,کیفیت تصویر طوری است که انگار با یک دوربین دیجیتال قوی گرفته شده است.
6984,0,Sentiment140,انگار تصاویر با یک دوربین دیجیتال ضعیف گرفته شده است.
6985,1,Sentiment140,انگار تصاویر با یک دوربین دیجیتال قوی گرفته شده است.
6986,0,Sentiment140,دوربین گاهی اوقات سوژه‌ اشتباه را بر می‌گزیند.
6987,0,Sentiment140,دوربین گاهی اوقات سوژه‌ اشتباه انتخاب می کند.
6988,0,Sentiment140,دوربین سوژه‌ اشتباه انتخاب می کند.
6989,0,Sentiment140,گاهی دوربین به مود تشخیص چهره می ‌رود در حالی که شما قصد این عمل را نداشتید.
6990,0,Sentiment140,گاهی دوربین به اشتباه به مود تشخیص چهره می ‌رود.
6991,0,Sentiment140,همانند بیشتر نمایشگرها دیدن آن زیر نور مستقیم آفتاب مشکل است.
6992,1,Sentiment140,همانند بیشتر نمایشگرها دیدن آن زیر نور مستقیم آفتاب خوب است.
6993,0,Sentiment140,دیدن زیر نور مستقیم آفتاب مشکل است.
6994,1,Sentiment140,دیدن زیر نور مستقیم آفتاب خوب است.
6995,0,Sentiment140,ما اختیاری در تنظیم نداریم.
6996,0,Sentiment140,ما برای تنظیم اختیاری نداریم.
6997,0,Sentiment140,کاربر برای تنظیم اختیاری ندارد.
6998,0,Sentiment140,اختیارات تنظیمات دستی در این دوربین به شما داده نمی شود.
6999,1,Sentiment140,اختیارات تنظیمات دستی در این دوربین به شما داده می شود.
7000,0,Sentiment140,اختیارات تنظیمات دستی به شما داده نمی شود.
7001,1,Sentiment140,اختیارات تنظیمات دستی به شما داده می شود.
7002,0,Sentiment140,سنسور تصویر رزولوشن پایینی ارائه می دهد.
7003,1,Sentiment140,سنسور تصویر رزولوشن بالایی ارائه می دهد.
7004,0,Sentiment140,اگر صحنه دارای جزئیات باشد دوربین بد عکس می گیرد.
7005,1,Sentiment140,اگر صحنه دارای جزئیات باشد دوربین خوب عکس می گیرد.
7006,0,Sentiment140,در گذشته معمولا پروژکتور داخلی این دوربین ها کیفیت ضعیفی داشتند.
7007,1,Sentiment140,در گذشته معمولا پروژکتور داخلی این دوربین ها کیفیت خوبی داشتند.
7008,1,Sentiment140,معمولا پروژکتور داخلی این دوربین ها کیفیت بالایی داشتند.
7009,1,Sentiment140,در گذشته پروژکتور داخلی این دوربین ها کیفیت بالایی داشتند.
7010,1,Sentiment140,پروژکتور داخلی این دوربین ها کیفیت بالایی دارند.
7011,0,Sentiment140,پروژکتور داخلی این دوربین ها کیفیت ضعیفی دارند.
7012,1,Sentiment140,وقتي دوربين را در دستم گرفتم احساس خوبي به من دست داد.
7013,0,Sentiment140,وقتي دوربين را در دستم گرفتم احساس بدی به من دست داد.
7014,1,Sentiment140,احساس خوبي به من دست داد.
7015,0,Sentiment140,احساس بدی به من دست داد.
7016,0,Sentiment140,با بدنه پلاستيکي احساس کردم یک کالاي بي کيفيت در دست دارم.
7017,1,Sentiment140,با بدنه فلزی احساس کردم یک کالاي با کيفيت در دست دارم.
7018,0,Sentiment140,احساس کردم یک کالاي بي کيفيت در دست دارم.
7019,1,Sentiment140,احساس کردم یک کالاي با کيفيت در دست دارم.
7020,0,Sentiment140,از خريدش پشيمان شدم.
7021,0,Sentiment140,می‌توان گفت کیفیت فیلم ‌های گرفته شده به بدی فیلم ‌هایی است که دوربین قبل می‌گرفت.
7022,1,Sentiment140,می‌توان گفت کیفیت فیلم ‌های گرفته شده به خوبی فیلم ‌هایی است که دوربین قبل می‌گرفت.
7023,0,Sentiment140,کیفیت فیلم ‌های گرفته شده به بدی فیلم ‌هایی است که دوربین قبل می‌گرفت.
7024,1,Sentiment140,کیفیت فیلم ‌های گرفته شده به خوبی فیلم ‌هایی است که دوربین قبل می‌گرفت.
7025,0,Sentiment140,کیفیت فیلم ‌های گرفته شده مثل فیلم ‌هایی که دوربین قبل می‌گرفت بد است.
7026,1,Sentiment140,کیفیت فیلم ‌های گرفته شده مثل فیلم ‌هایی که دوربین قبل می‌گرفت خوب است.
7027,1,Sentiment140,این گوشی صدای فوق العاده ای دارد.
7028,0,Sentiment140,فیلم ‌ها کاملا غیر شارپ به نظر می ‌رسند.
7029,0,Sentiment140,فیلم‌ ها غیر شارپ به نظر می ‌رسند.
7030,0,Sentiment140,متاسفانه فیلم‌ها کاملا غیر شارپ به نظر می ‌رسند.
7031,0,Sentiment140,در مناطق پرکنتراست کاملا خطای رنگی بنفش مشاهده می ‌شود.
7032,0,Sentiment140,در مناطق پر کنتراست خطای رنگی بنفش مشاهده می ‌شود.
7033,0,Sentiment140,در مناطق پر کنتراست خطای رنگی بنفش وجود دارد.
7034,0,Sentiment140,در شرایط نوری ضعیف‌ تر باز هم از شارپنس کاسته و بر نویز افزوده می‌ شود.
7035,0,Sentiment140,باز هم از شارپنس کاسته و بر نویز افزوده می ‌شود.
7036,0,Sentiment140,از شارپنس کاسته و بر نویز افزوده می ‌شود.
7037,0,Sentiment140,از شارپنس کاسته می شود.
7038,0,Sentiment140,در شرایط ضعیف‌ تر باز هم از شارپنس کاسته و بر نویز افزوده می‌ شود.
7039,0,Sentiment140,از شارپنس کاسته شده است.
7040,1,Sentiment140,به شارپنس افزوده شده است.
7041,1,Sentiment140,شارپنس زیاد شده است.
7042,0,Sentiment140,امکان تعیین محل فوکوس خودکار وجود ندارد.
7043,1,Sentiment140,امکان تعیین محل فوکوس خودکار وجود دارد.
7044,0,Sentiment140,امکان فوکوس خودکار وجود ندارد.
7045,1,Sentiment140,امکان فوکوس خودکار وجود دارد.
7046,0,Sentiment140,امکان فوکوس وجود ندارد.
7047,1,Sentiment140,امکان فوکوس وجود دارد.
7048,0,Sentiment140,متاسفانه امکان فوکوس خودکار وجود ندارد.
7049,1,Sentiment140,خوشبختانه امکان فوکوس خودکار وجود دارد.
7050,0,Sentiment140,از عیب های این تبلت این است که امکان فوکوس خودکار وجود ندارد.
7051,1,Sentiment140,از مزیت های این تبلت این است که امکان فوکوس خودکار وجود دارد.
7052,0,Sentiment140,شارژ باتری زود تمام می ‌شود و پس از حدود یک ساعت فیلم برداری کاملا تخلیه می‌گردد.
7053,0,Sentiment140,شارژ پس از یک ساعت فیلم برداری کاملا تخلیه می‌گردد.
7054,0,Sentiment140,شارژ پس از حدود یک ساعت فیلم برداری کاملا تخلیه می‌گردد.
7055,0,Sentiment140,شارژ پس از یک ساعت فیلم برداری تخلیه می‌گردد.
7056,0,Sentiment140,شارژ باتری نیز می ‌توان گفت که خیلی زود تمام می ‌شود.
7057,0,Sentiment140,شارژ باتری نیز خیلی زود تمام می ‌شود.
7058,0,Sentiment140,شارژ باتری خیلی زود تمام می ‌شود.
7059,1,Sentiment140,شارژ باتری را خوب نگه می دارد.
7060,1,Sentiment140,خوب شارژ باطری را نگه می دارد.
7061,1,Sentiment140,شارژ باتری را مدت زمان زیادی دخیره می کند.
7062,1,Sentiment140,خوب می تواند شارژ باتری را نگه دارد.
7063,1,Sentiment140,شارژ باطری را خیلی خوب نگه می دارد.
7064,1,Sentiment140,خیلی خوب می تواند شارژ باتری را نگه دارد.
7065,1,Sentiment140,طراحی و ساخت جمع و جور و جذاب یکی از جذابیت‌ های آن می ‌باشد.
7066,1,Sentiment140,طراحی جذاب یکی از جذابیت‌ های آن می ‌باشد.
7067,0,Sentiment140,وقتی آن را در دست می‌گیرید پلاستیکی و غیر محکم به نظر می ‌رسد.
7068,0,Sentiment140,وقتی آن را در دست می‌گیرید پلاستیکی به نظر می ‌رسد.
7069,1,Sentiment140,وقتی آن را در دست می‌گیرید محکم به نظر می ‌رسد.
7070,0,Sentiment140,وقتی آن را در دست می‌گیرید مقداری غیر محکم به نظر می ‌رسد.
7071,0,Sentiment140,مشکل این جاست که دوربین پس از چند دقیقه ای که با آن کار نمی‌کنید به مود اسلیپ می‌ رود.
7072,0,Sentiment140,دوربین پس از چند دقیقه ای که با آن کار نمی‌کنید به مود اسلیپ می‌ رود.
7073,0,Sentiment140,عیب این گوشی این است که دوربین به مود اسلیپ می‌ رود.
7074,0,Sentiment140,این دوربین فاقد هرگونه چشمی الکترونیکی است.
7075,1,Sentiment140,دوربین چشمی الکترونیکی دارد.
7076,0,Sentiment140,دوربین چشمی الکترونیکی ندارد.
7077,0,Sentiment140,متاسفانه این دوربین فاقد هرگونه چشمی الکترونیکی است.
7078,1,Sentiment140,خوشبختانه این دوربین چشمی الکترونیکی دارد.
7079,0,Sentiment140,متاسفانه این دوربین چشمی الکترونیکی ندارد.
7080,0,Sentiment140,از عیب های این دوربین این است که چشمی الکترونیکی ندارد.
7081,1,Sentiment140,از مزیت های این دوربین این است که چشمی الکترونیکی دارد.
7082,0,Sentiment140,از عیب های این دوربین این است که فاقد هرگونه چشمی الکترونیکی است.
7083,0,Sentiment140,این مدل دوربین فاقد هرگونه چشمی الکترونیکی است.
7084,0,Sentiment140,این دوربین چشمی الکترونیکی ندارد.
7085,1,Sentiment140,این دوربین چشمی الکترونیکی دارد.
7086,0,Sentiment140,در مورد پروژکتور هم باید گفت که عملکرد آن پیشرفت چندانی نسبت به مدل پیشین نداشته است.
7087,1,Sentiment140,در مورد پروژکتور هم باید گفت که عملکرد آن پیشرفت زیادی نسبت به مدل پیشین داشته است.
7088,0,Sentiment140,در مورد پروژکتور هم عملکرد آن پیشرفت چندانی نسبت به مدل پیشین نداشته است.
7089,1,Sentiment140,در مورد پروژکتور هم عملکرد آن پیشرفت زیادی نسبت به مدل پیشین داشته است.
7090,0,Sentiment140,عملکرد آن پیشرفت چندانی نسبت به مدل پیشین نداشته است.
7091,1,Sentiment140,عملکرد آن پیشرفت زیادی نسبت به مدل پیشین داشته است.
7092,0,Sentiment140,از نقاط ضعف دوربین این گوشی می‌توان به فلاش ضعیف آن اشاره کرد.
7093,0,Sentiment140,یکی از عیب های دوربین این گوشی می‌توان به فلاش ضعیف آن اشاره کرد.
7094,0,Sentiment140,متاسفانه فلاش به صورت خودکار فعال نمی‌ شود.
7095,1,Sentiment140,خوشبختانه فلاش به صورت خودکار فعال می‌ شود.
7096,0,Sentiment140,فلاش به صورت خودکار فعال نمی‌ شود.
7097,1,Sentiment140,فلاش به صورت خودکار فعال می‌ شود.
7098,0,Sentiment140,از عیب های این گوشی این است که فلاش به صورت خودکار فعال نمی‌ شود.
